csho,invt,ap,act,sale,xint,re,che,at,dlc,dltt,lt,cogs,ivao,ceq,ni,sstk,dp,ppegt,txp,txt,lct,ib,rect,prcc_f,ivst,dltis,key_board_percent_independent,num_independent,board_size,misstate
8.318,1.941,3.044,26.061,12.432,1.326,0.958,23.121,61.582,1.85,6.343,12.194,7.654,0,49.388,1.074,42.737,0.739,34.666,0.569,0.669,5.463,1.255,0.206,18.25,0,17.916,0.5,0,1,0
19.125,1.811,2.041,3.073,5.33,0.146,-2.375,0.361,4.743,0,0,2.349,2.818,0,2.394,-1.372,0.849,0.212,2.028,0,0,2.349,-1.372,0.755,2.25,0,0,0,1,1,0
2.939,0.089,0.673,0.825,17.652,0.225,-2.154,0.389,9.986,2.96,0,4.273,16.534,0,5.713,-0.889,0,0.748,10.33,0,0,4.273,-0.889,0.238,1.375,0,0,1,4,4,0
4.664,5.839,2.137,13.372,11.148,0.108,-1.665,5.109,19.868,1.937,0,7.365,4.372,0,11.647,0.091,5.543,2.896,13.195,0,0.06,7.365,0.091,1.607,12.875,0.163,0.859,0.5,1,1,0
3.142,0.269,1.82,6.952,3.144,0,-5.486,0.929,7.482,0,0,5.825,2.85,0,1.657,-2.97,0,0.041,0.494,0,0.001,5.825,-2.97,4.07,6.125,0,0,0,3,3,0
2.544,0.043,0.334,0.597,5.853,0.625,-0.482,0.216,13.546,3.913,1.178,5.425,3.475,0,8.121,0.09,0,0.115,1.489,0,0.082,4.247,0.09,0.282,1.312,0,0.152,0,2,4,0
2.268,0.505,0.565,1.409,2.336,0.015,-0.233,0.125,4.206,0.333,0.019,1.022,1.159,0,3.127,0.254,0.517,0.066,0.361,0,0,1.003,0.254,0.727,3.75,0,0,0,2,2,0
2.528,2.268,2.39,11.49,32.29,0.052,-0.982,8.96,12.566,0,0,5.408,23.304,0,7.158,2.244,4.136,0.211,1.512,0.844,0.765,5.408,2.244,0.173,17.75,0,0,0,5,6,0
35.34,36.067,16.602,136.892,206.008,7.316,57.744,26.801,412.975,70.911,0.62,112.78,106.757,0.77,239.666,26.076,0,12.028,252.297,0,-0.331,112.16,26.076,66.657,8.125,0.308,0,0.5,0,1,0
15.505,9.976,1.274,101.87,107.139,10.567,27.268,61.151,371.767,21.291,202.36,275.925,61.345,0.9,92.985,10.264,27.575,12.752,272.797,0,6.027,39.832,10.264,25.275,15.875,11.992,0,0,3,4,0
6.2,0,0.838,1.406,11.525,0.401,-5.427,0.459,8.951,0.901,3.726,7.409,9.131,0,1.542,-0.639,0,0.574,8.582,0,0.002,2.181,-0.639,0.088,8.25,0,2.1,1,5,6,0
7.13,5.116,8.706,22.14,95.372,0.878,27.6,2.038,54.482,2.143,1.357,16.746,70.562,0,37.736,6.654,9.504,5.612,68.191,0.386,4.26,13.445,6.654,14.098,15.5,0,0,0,3,6,0
6.93,27.752,12.862,34.752,35.936,0.318,7.417,1.145,36.38,0.016,0.511,14.425,23.141,0,21.955,4.304,11.309,0.162,2.04,0.155,2.807,13.914,4.304,5.363,7.875,0,0,0.333333333,2,4,0
2.475,0.095,0.494,3.811,2.863,0.005,-0.222,2.564,4.447,0,0,0.769,0.776,0,3.678,-0.436,3.869,0.086,0.809,0,-0.16,0.738,-0.436,1.038,4.5,0,0,0,1,2,0
10.99,1.543,1.607,55.331,55.412,0,7.128,42.89,67.3,0,0,10.066,16.906,6.119,57.234,6.188,36.811,0.991,5.527,0,3.825,10.066,6.188,7.218,24.75,22.788,0,0,1,2,0
4.266,3.385,4.665,15.107,47.628,0.892,3.194,0,42.08,7.808,8.066,22.243,33.485,0,18.917,2.01,12.369,1.59,33.387,0,1.331,12.473,2.01,11.355,10.8,0,12.749,0,5,6,0
4.822,0,1.373,38.377,3.169,0.59,-1.367,36.845,69.381,0.148,0,8.319,2.997,0,61.051,-1.367,62.464,0.321,2.939,0,0,5.818,-1.047,1.444,10.25,0,0,0,3,5,0
105.248,482.799,697.562,6046.503,7598.252,48.966,4919.965,3253.764,13136.262,534.918,160.414,6485.513,3569.784,1730.284,6409.173,296.184,0,533.506,9594.513,116.555,322.748,4399.655,296.184,1807.003,98.5,1641.145,17.227,0,5,6,0
7.887,0,1.101,5.7,18.335,0.177,-11.047,1.693,9.711,1.175,0.954,4.508,17.215,0,4.889,-3.881,2.031,0.514,1.388,0,0,3.554,-3.881,3.877,2.5,0.198,1.675,0,3,4,0
14.216,2.097,3.198,7.814,24.125,0.573,-1.839,0.095,12.305,2.917,1.063,8.754,18.775,0,3.163,0.148,0.305,0.831,9.585,0,0,6.956,0.148,5.105,0.625,0,3.298,0,4,6,0
15.01,0,0.795,27.935,2.396,0,-89.644,26.664,29.22,0,0,9.573,15.504,0,19.647,-12.989,12.914,1.059,7.104,0,0,9.573,-12.989,0,11.875,0,0,0.25,3,4,0
8.407,0.443,0.757,5.408,21.875,0.572,-22.727,0.086,15.123,0.73,7.022,11.092,11.505,0,4.025,-0.973,0,3.517,19.086,0,0,4.07,-0.973,4.685,1.125,0,2.912,0,0,1,0
24.126,0,46.307,129.277,552.109,12.774,-140.808,17.259,181.841,71.13,4.799,178.338,535.829,0.205,3.503,-145.557,1.027,7.157,39.836,2.211,4.136,173.539,-147.421,101.095,3.5,7.02,71.424,0,3,5,0
20.01,0,1.398,64.198,18.755,0.759,-127.991,53.134,71.245,2.821,3.365,20.803,54.501,0,50.442,-36.546,4.682,3.593,20.87,0,0,17.438,-36.546,7.644,9.875,50.519,1.854,0.5,5,6,0
4.342,0,6.603,39.829,121.704,0,27.426,15.665,58.824,0,0,12.737,95.108,0,46.087,8.516,1.721,4.215,25.845,0,5.22,11.233,8.516,22.294,25,0,0,0.25,0,1,0
9.467,1.18,17.474,41.312,181.618,11.691,79.244,8.658,328.889,5.601,139.237,199.532,124.008,143.338,129.357,18.604,0.893,8.279,145.719,0,12.147,35.084,18.604,29.324,23.625,0,34.514,0,1,2,0
12.633,1.257,7.989,140.951,176.69,0.011,72.358,97.323,173.188,0.037,0.085,59.174,28.694,0,113.793,5.497,1.845,9.845,54.799,3.004,2.833,56.744,5.497,34.452,20.125,66.451,0.085,1,2,2,0
7.128,0.325,1.151,5.279,28.878,1.564,-13.654,0.283,23.162,5.278,7.958,15.735,18.846,0,6.101,-1.853,0.405,5.318,41.94,0.152,0.165,7.777,-1.853,4.334,0.625,0,0,0.4,1,1,0
96.371,15.436,20.128,187.272,747.158,22.921,39.494,13.72,1182.248,37.35,326.059,654.438,446.779,206.699,512.963,131.165,1.359,45.313,974.188,3.669,73.549,163.966,131.165,108.702,22.875,0,61.446,0,1,2,0
8.124,1.058,2.035,5.528,12.769,0.551,-3.001,0,20.703,3.445,0.531,8.888,3.311,0,11.815,1.599,0,1.855,1.243,0.193,0.15,8.357,1.599,2.736,1.312,0,0,0.166666667,0,1,0
4.962,0,1.083,5.287,9.788,0.469,-6.589,0.799,10.567,1.103,2.142,5.062,8.265,0.352,4.939,-0.862,1.198,1.45,10.724,0.008,0.05,2.344,-0.862,4.328,0.937,0.625,0,0,0,1,0
11.283,10.162,18.014,54.051,281.893,3.009,14.897,5.888,211.804,2.571,26.67,65.215,218.343,0,146.589,3.102,0.107,8.579,34.277,1.986,2.34,34.372,3.102,34.371,9.5,0,4.589,0,0,1,0
17.112,0,1.346,66.36,12.907,1.138,-16.407,58.803,108.065,2.777,8.903,19.976,10.223,0,87.786,-6.579,93.888,0.573,9.753,0,0,9.921,-6.579,5.207,13.125,0.837,0,0,5,6,0
18.91,140.015,69.155,235.91,631.492,10.257,80.07,5.514,440.071,3.942,151.307,261.703,587.34,43.858,178.368,3.638,0.142,15.289,179.295,0,2.397,87.198,3.638,77.294,18.375,0,541.461,0,1,2,0
5.7,4.133,1.478,17.707,15.653,0.237,-1.362,10.318,19.107,0.048,1.038,4.335,10.964,0,14.772,0.088,11.73,0.295,2.525,0,0.015,3.297,0.088,2.917,6.312,0,0,0,4,9,0
13.741,0.036,0.058,3.319,23.637,0.641,-29.777,2.852,3.344,0,0,0.164,20.564,0,3.18,-1.387,0.112,0.302,1.517,0,0,0.157,-2.675,0.4,0.125,0,0,0,4,5,0
7.173,0,0.743,18.454,28.806,0.035,-10.688,12.909,27.844,0.155,0.344,3.388,17.741,0,24.456,0.144,16.651,1.338,11.494,0,0,2.674,0.144,4.653,8.75,8.627,0.329,0.75,3,4,0
19.364,0,0.176,33.794,0.15,0.048,-95.23,33.34,36.376,0.373,0.788,6.433,25.189,0,29.943,-30.62,12.417,0.625,6.199,0,0,5.518,-30.62,0,9.625,31.268,1,0,0,1,0
5.981,1.864,0.829,5.815,8.055,0.016,0.272,2.618,7.083,0.083,0.279,1.605,5.285,0,5.478,0.406,0,0.308,2.618,0.035,0.036,1.326,0.406,1.17,1.875,0,0,0,2,2,0
5.942,14.187,11.058,40.187,75.836,0.145,10.184,3.832,50.731,0.214,0.214,22.178,56.014,0.038,28.553,0.326,0,1.699,17.912,1,0.154,19.841,0.326,19.189,2.5,0,0,0,0,5,0
20.188,34.157,13.226,72.512,189.325,7.97,-115.604,10.1,230.521,4.719,60.983,125.594,106.426,0.639,97.36,-2.657,0,4.459,50.473,0,-1.142,35.526,-3.105,24.023,7,8.983,135.441,0.333333333,4,7,0
10.339,0,0.232,0.413,2.05,0.116,-49.751,0.124,1.398,1.444,0.032,2.509,4.623,0.324,-3.665,-4.23,0.502,1.037,1.647,0,0,2.443,-4.23,0.247,0.07,0,0,0,5,6,0
19.179,38.077,22.756,61.628,892.098,5.854,-23.675,1.72,310.604,1.014,84.277,164.157,589.423,2.459,146.447,-17.234,6.187,23.633,264.236,0,-3.411,56.741,-17.234,4.706,26.5,0,80,0,3,4,0
12.596,0,3.375,55.327,62.073,0.037,10.716,39.781,78.831,0,0,14.4,29.483,5.165,64.431,8.125,31.785,3.639,20.74,0,5.417,14.4,8.125,12.706,56.25,14.126,0,0,4,6,0
34.898,0,0.145,10.385,0.291,0.537,-30.786,10.385,18.478,1.056,0,1.949,3.099,7.731,16.529,-4.74,2.604,0.908,0.532,0,0,1.949,-5.317,0,0.406,0,0,0,1,1,0
18.012,0,23.021,208.254,455.258,7.386,87.451,18.71,358.282,11.56,128.542,226.659,403.021,7.305,131.623,18.54,0.357,12.725,57.447,3.145,12.949,92.864,18.54,175.712,13,5.984,62.551,0,6,7,0
9.08,43.626,22.851,109.007,282.977,19.134,-2.856,0.736,273.49,6,170.531,224.483,186.695,0,49.007,2.959,0.031,10.011,41.25,0,4.9,48.393,2.959,57.96,5.625,0,76.7,0.25,2,4,0
19.112,8.483,5.502,19.974,44.105,2.16,12.626,0.614,60.94,10.265,18.293,37.88,31.182,0,22.506,0.782,0.5,3.46,74.882,0.037,0.27,15.804,0.782,9.783,0.75,0,2.5,0,4,5,0
19.731,17.277,12.613,84.074,193.306,0.779,-17.638,21.504,108.797,6.556,1.86,43.194,114.503,0,65.603,5.952,4.854,8.155,37.059,1.066,2.896,40.597,5.952,34.821,16.25,0,8.526,0.5,3,4,0
7.967,28.693,21.527,90.61,332.88,0.108,68.736,20.944,158.326,0.047,1.73,42.151,235.582,0,116.175,24.814,25.519,5.792,56.243,2.577,15.075,38.651,24.814,37.749,32.75,0,0,0,1,1,0
10.253,22.058,9.389,79.533,157.913,9.062,4.51,5.094,159.994,8.893,86.747,116.98,95.756,0,43.014,7.758,0.175,5.289,29.616,0.07,4.395,29.697,7.758,48.296,8.75,0,16.642,0.333333333,4,5,0
10.527,1.598,2.685,28.816,70.521,0.55,-18.083,1.223,44.041,1.399,12.461,20.456,49.637,0.539,23.54,-20.256,0.367,2.521,9.352,0,2.298,7.358,-20.256,21.76,6.5,0,5.8,0,1,4,0
57.26,473.844,361.512,1466.462,2317.486,32.684,431.752,41.707,2116.531,0,567.055,1341.866,1812.206,0,774.665,125.887,1.744,34.96,363.056,51.484,59.963,715.988,129.39,869.471,28.625,0,977.737,0,0,1,0
44.875,0,12.874,237.251,332.81,12.551,49.438,14.05,568.683,1.205,194.251,365.429,169.77,67.877,201.192,32.125,0,11.27,92.737,9.214,24.735,109.183,32.125,121.359,15.5,9.053,59.15,0,1,1,0
2.856,11.108,3.984,13.162,95.238,1.624,-20.12,1.065,26.387,0.77,14.96,22.054,67.485,0,4.319,-5.485,0,2.421,32.538,0,0,7.094,-5.485,0.345,0.094,0,103.367,1,5,5,0
3.595,0,0.275,11.805,32.029,0.745,-4.102,4.912,19.483,0.068,8.276,10.867,23.081,0,7.595,1.641,0.027,1.735,10.323,0,0.117,2.591,1.641,6.486,9.75,0,0.215,0,0,1,0
20.526,49.463,12.585,113.017,332.006,0.63,129.909,24.041,268.445,0.906,5.5,36.61,146.222,0,231.835,34.239,1.312,12.739,140.165,0,24.002,28.677,34.239,33.77,18.25,0,0.121,0,1,1,0
6.444,4.254,4.694,27.336,193.378,2.5,-40.609,2.276,76.986,0.913,27.92,55.899,161.625,0,21.087,1.765,0.282,1.934,29.024,0.7,-4.507,25.323,1.765,2.116,16.875,0,6,1,3,3,0
8.124,4.149,11.894,74.351,142.957,0,33.522,32.79,104.866,0,0,43.768,49.813,0,61.098,11.425,3.081,5.996,32.571,1.367,7.274,38.094,11.425,30.622,30.75,21.995,0,0,0,1,0
1.684,0.219,0.188,0.362,0.12,0.219,-5.904,0.119,0.556,0.115,2.05,2.83,0.171,0,-2.369,-1.849,0.371,0.005,0.073,0,0,0.573,-1.849,0.022,3.25,0,0.039,1,2,2,0
8.95,0.89,5.836,47.331,89.351,0.447,-3.684,15.01,66.474,0.473,0.138,34.284,63.113,0,32.19,-2.248,0.726,6.588,16.227,2.548,1.455,31.424,-2.248,25.706,10.5,0,0.251,0,0,1,0
13.68,14.511,15.773,187.128,305.696,0.205,-54.428,84.61,220.297,0.289,0,111.277,193.764,5.421,109.02,15.978,6.715,7.605,99.541,6.61,1.1,76.337,15.978,84.198,22,0,0,0,0,4,0
17.149,2.863,3.633,43.753,105.424,0.08,-15.885,14.752,69.532,1.34,0,45.856,17.78,6.437,20.322,-27.03,2.238,7.022,45.619,0.212,9.013,45.266,-27.03,19.754,4.5,4.139,0,0,4,7,0
12.872,0.055,1.336,9.721,12.92,0.023,-22.002,4.614,12.717,0.023,0.03,2.67,14.047,0,10.047,-2.644,4.624,0.993,3.576,0.418,0,2.628,-2.644,4.876,3.375,0,0,0.2,2,3,0
25.513,0,0.058,25.74,0,0.28,4.336,25.696,30.033,0,0,0.058,0.849,0,29.975,17.127,0,0.057,0.188,0,5.715,0.058,17.127,0,1.562,1.4,0,0,1,3,0
25.053,46.468,31.117,127.053,602.695,10.698,27.921,11.989,476.28,11.259,183.261,292.274,396.469,0,170.57,57.902,4.092,26.314,402.954,0,36.574,74.717,57.902,65.409,33.25,0,145,0,2,4,0
19.104,27.131,17.308,94.675,123.461,0.241,34.569,29.731,151.727,0.3,5.1,51.596,86.896,0,100.131,-12.673,0.308,7.135,71.464,0.883,-3.219,46.496,-12.673,27.024,9.25,13.757,0,1,2,2,0
6.071,1.535,1.237,13.489,62.831,15.839,-178.889,0.5,25.772,10.527,0.631,189.029,43.131,0,-163.257,-98.679,0.034,9.698,34.835,0,0,20.621,-102.179,9.953,0.187,0,5.443,0.5,0,1,0
3.802,0.417,1.351,10.437,22.005,0.15,2.98,0.511,17.636,0.365,2.401,7.827,9.718,1.657,9.809,-3.274,0.243,0.932,4.219,0,-2.006,4.987,-3.274,8.809,8,0,1.967,0.5,1,2,0
5.661,0.432,2.077,6.833,76.691,0.26,-21.329,5.647,37.166,0.089,0.119,11.25,68.981,0,20.741,-2.001,5.301,3.336,40.613,0,0,9.559,-2.001,0.218,4,0,0,0.5,1,2,0
3.558,3.684,4.207,8.317,18.484,0.341,1.374,0.058,13.539,1.258,0.758,6.622,10.513,0,6.917,-0.207,0.026,1.051,11.318,0.363,-0.116,5.828,-0.207,4.368,1.812,0,0,0.5,4,5,0
9.624,0.656,5.075,45.637,218.346,1.225,41.118,7.638,112.095,0.111,29.612,55.511,190.464,1.102,56.511,8.691,1.457,3.596,49.046,2.021,5.518,23.117,8.691,32.934,17.5,0,12.006,0,0,2,0
46.44,109.945,141.685,293.935,874.039,37.904,15.505,35.393,799.446,63.351,232.138,441.668,647.062,7.008,220.401,13.753,0,39.089,677.313,0,22.886,205.036,13.753,148.597,4,0,21.355,0,6,8,0
23.927,0,0.168,12.239,0,0.002,-5.203,12,27.641,0,0,0.278,0,0,27.363,-1.768,22.883,0.023,15.446,0,0,0.278,-1.768,0.207,3.3,0.146,0,0.5,4,4,0
7.045,0,0.019,3.999,0.007,0,1.658,3.985,4.588,0,0,0.693,0.019,0,3.895,1.149,0.1,0.006,0.628,0.457,0.497,0.476,1.149,0.014,0.7,0.355,0,0,2,3,0
20.725,0,1.574,14.126,1.684,0.012,-33.349,8.985,14.954,0.026,0.011,7.37,7.97,0,7.584,-20.752,20.861,1.222,1.331,0,0,7.359,-9.46,1.413,6.1,0,0,0.5,2,3,0
20.471,0,0.371,19.556,0,0.007,11.204,19.185,23.732,0.024,0,0.395,1.792,0,23.337,2.886,0.243,0.009,4.246,0,-0.034,0.395,2.886,0.304,2.35,3.398,0,0,3,4,0
81.287,198.361,76.058,293.473,990.845,17.985,82.927,0,779.355,4.884,377.885,539.132,583.897,41.809,240.223,3.935,41.006,40.533,254.589,7.008,39.071,159.785,3.935,58.711,18.125,0,193.901,1,3,3,0
9.31,0,66.952,157.606,488.108,0.388,54.833,98.328,238.31,0,0,142.024,421.738,0,96.286,-12.964,0.6,4.302,82.319,0,-11.275,140.862,-12.964,58.124,14.75,59.115,0,0,5,7,0
26.356,0,3.254,9.723,19.487,0.381,1.744,0,58.304,10.307,12.862,28.126,11.951,0,30.178,1.199,24.141,1.474,54.937,0,1.07,13.561,1.199,9.397,2.89,0,15.184,0,0,1,0
8.865,0.387,1.862,5.614,2.732,0.285,-19.791,1.832,7.736,3.918,0,13.002,1.735,0,-7.516,-0.359,0,0.614,48.016,0,0,7.06,-0.359,1.47,0.281,0.777,0,0,1,2,0
11.753,44.055,47.3,120.772,581.929,3.928,83.727,8.297,373.09,0,70,158.385,405.657,16.531,214.705,21.122,0.641,38.828,279.865,1.327,12.687,85.795,21.122,56.888,30,0,85,0.4,2,2,0
25.022,6.551,2.042,85.804,41.884,0,-16.918,48.801,113.026,0,0.163,11.099,6.373,0.032,101.927,2.538,74.887,1.926,11.364,0,0,10.819,2.538,26.856,5.625,35.307,0,1,4,5,0
8.679,18.381,7.315,58.152,153.524,0.036,29.501,7.826,66.066,0,0,10.904,119.982,0,55.162,6.45,1.498,2.873,15.122,0,3.191,10.904,6.45,27.167,10.375,0,0,1,8,9,0
9.59,1.311,1.632,43.775,26.116,0,-28.348,39.149,45.245,0,0,4.015,9.761,0,41.23,4.274,37.819,0.401,1.327,0,0.225,4.015,4.274,2.991,6.812,14.34,0,0.333333333,0,1,0
18.034,15.22,2.94,68.764,70.871,0.481,19.552,22.326,125.422,2.032,2.45,22.246,38.62,7.238,103.176,4.815,47.214,3.37,39.763,0,2.232,10.538,4.815,27.691,6.875,0.844,3.878,0,4,6,0
44.898,0,1.219,2.013,1.259,0.341,-5.775,0.102,9.553,0.012,0,2.167,0.418,0,7.386,-3.076,0.811,0.478,3.208,0,0,2.154,-5.375,1.794,0.359,0.022,0.912,0,1,2,0
6.721,6.579,0.508,8.489,7.958,0.317,-28.499,0.197,11.06,0.8,2.446,4.428,7.57,1.566,6.632,-3.408,0,0.166,1.808,0,0,1.982,-3.408,1.644,2,0.118,1.645,1,1,3,0
7.142,30.81,14.995,44.891,177.001,3.583,5.517,0.134,84.838,11.513,29.32,59.678,134.104,0,25.16,-3.108,0,3.316,49.353,0,-1.601,29.86,-3.108,12.68,1.5,0,15.017,0.2,1,3,0
4.351,32.2,5.585,63.958,155.706,1.664,20.313,0.756,88.158,31.95,0,40.383,120.899,0,47.775,5.844,0.049,1.147,4.347,0,3.597,40.383,5.844,28.808,14.25,0,60.288,0,1,2,0
26.732,287.624,139.849,636.793,1406.709,8.885,258.003,58.164,766.828,81.799,54.175,387.655,778.759,0,376.546,116.987,0.915,24.077,134,37.573,63.531,317.866,116.987,239.711,58,0,61.731,0,4,6,0
51.523,26.556,67.032,252.246,528.903,10.72,126.035,24.154,2443.214,28.013,392.322,812.655,351.569,0,1627.709,78.045,3.481,46.587,1751.863,57.666,43.607,231.478,78.045,168.573,62.625,0,393.761,0,3,5,0
4.515,3.634,1.146,11.335,13.485,0.118,-10.799,3.767,13.185,0.403,0.85,3.216,6.501,0,9.969,0.515,1.888,0.527,2.731,0,0,2.366,0.515,3.649,6,0,0.658,0,4,5,0
13.671,0,15.437,214.36,182.434,13.221,-149.667,115.563,339.755,14.913,168.542,292.641,179.563,7.846,35.125,-67.539,0,11.697,44.965,0,0.25,102.854,-67.539,33.597,17.375,13.493,11.82,0,4,7,0
5.065,39.756,7.909,64.807,147.666,3.289,12.087,0.139,73.36,0.513,38.484,48.723,119.782,0,24.637,1.687,0,0.901,12.169,0,0.986,9.778,1.687,20.594,5,0,154.2,0,0,2,0
13.625,97.898,39.343,157.407,494.352,32.713,-31.912,2.111,369.225,32.593,204.048,314.292,390.979,0,54.933,-0.752,0,18.455,193.585,3.5,3.906,94.111,-0.752,55.829,1.7,0,47.593,0,1,2,0
13.012,18.627,9.72,58.071,219.466,0.816,87.652,1.721,207.009,2.5,50.433,80.852,166.67,0,126.157,7.678,0,7.166,175.221,1.413,10.952,23.258,17.523,33.116,16.5,0,65.102,0,1,2,0
22.758,20.636,28.328,72.233,154.619,2.284,43.142,4.077,170.281,1.751,27.189,63.044,107.179,27.254,107.237,13.233,0.25,3.779,62.351,0.162,7.693,34.505,13.233,45.293,15.375,0,52.75,0,2,4,0
1.177,0.033,0.426,0.424,2.904,0.077,-3.194,0.002,1.849,0.102,0.716,1.498,1.692,0.167,0.351,-1.953,0,0.228,0.681,0,0,0.749,-1.953,0.371,1.75,0,0,0,7,8,0
10.791,45.904,8.834,167.36,250.901,0.256,36.837,46.644,190.239,18.749,0,65.892,211.343,0,124.347,0.438,0.541,2.572,16.988,0,0.825,65.089,0.438,62.512,13,2.42,0,0,1,2,0
14.345,21.776,6.618,53.963,85.505,0.778,24.373,6.274,84.868,3.547,6.731,25.184,24.342,0,59.684,3.17,0.17,3.45,16.157,2.266,4.455,18.453,3.17,17.492,11,1.447,7.024,1,4,4,0
10.943,5.17,4.092,80.91,250.263,5.205,30.181,1.388,230.114,6.61,60.731,110.148,212.252,0,119.966,11.512,38.048,13.347,85.449,0,8.044,25.508,11.512,68.642,34.25,0,17.116,0.5,1,2,0
16.227,95.359,54.463,224.683,657.067,18.516,45.051,3.293,581.571,35.451,187.533,381.009,467.938,0,200.562,21.419,0,27.376,260.369,6.158,17.35,146.115,21.419,117.792,15.75,0,3.42,0.5,3,4,0
113.958,300.892,138.913,409.284,1501.017,10.211,-12.73,39.868,689.81,34.145,62.535,328.765,1046.48,0,361.045,20.591,25.081,28.186,304.407,0,13.661,251.102,20.591,43.664,22.75,0,0,0.2,1,2,0
14.411,0.082,0.371,1.328,4.361,0.108,-7.563,0.287,3.192,0.731,0.008,2.186,2.864,0,1.006,-2.323,1.492,0.392,4.214,0.006,-0.194,2.178,-2.323,0.4,0.25,0,0,0,1,2,0
4.342,0.374,0.996,7.846,10.313,0.018,0.467,3.767,11.852,0,0.143,2.64,4.894,0,9.212,1.554,4.964,0.578,1.411,0.025,-0.034,2.302,1.554,3.364,9.375,3.027,0,0,3,4,0
3.83,0,1.948,4.881,9.928,0.015,-4.293,2.595,8.363,0,0.3,3.752,5.716,0.003,4.072,1.399,0,0.48,4.684,0,0.002,3.452,1.399,2.095,4.25,0,0.3,0,5,6,0
3.919,1.667,0.802,5.653,10.523,0.266,0.903,2.41,12.582,0.706,1.854,3.475,6.818,0,9.107,1.3,4.749,0.569,7.87,0,0,1.621,1.3,1.453,3.75,1.24,1.294,0,2,5,0
3.417,3.276,3.002,7.748,38.347,0.422,-3.977,0.551,17.243,1.569,3.055,8.37,20.812,0,8.873,1.262,0.089,2.005,15.851,0,0.222,5.315,1.262,2.778,6.875,0,1.509,0,1,3,0
7.81,4.096,15.872,49.202,392.547,10.72,13.732,10.493,211.083,2.275,93.708,154.374,347.527,0.573,56.709,3.986,0,26.425,227.168,0,3.557,48.494,4.921,22.673,8,8.52,42.657,0,1,2,0
9.128,0,10.921,88.689,143.061,34.897,-83.049,30.601,859.327,0.381,481.079,612.757,94.005,0,94.517,-50.852,143.445,16.174,73.012,0,0.48,40.326,-35.633,47.275,29.75,0,501.5,0.375,0,1,0
7.612,0.155,3.635,8.336,9.47,0.034,-67.629,3.462,13.411,0,3.5,8.606,3.667,0,2.9,-10.157,0.356,1.409,6.812,0,0,5.106,-10.157,4.134,3.187,0,3.5,0.5,1,2,0
3.545,0.478,2.291,2.322,17.405,0.864,-6.613,0.066,15.883,0.11,11.456,14.722,8.99,0,1.161,-3.577,0,0.896,15.906,0,0,3.266,-2.171,1.69,3.625,0,6.81,0,3,3,0
11.698,2.328,1.447,4.594,15.987,0.093,-9.333,0.561,10.42,0.396,0.782,3.104,11.062,0.129,7.316,-0.758,0,0.498,2.132,0,0,2.322,-0.758,1.525,0.437,0,0.726,0,2,4,0
1.773,0,0.34,0.354,3.546,0,-3.296,0.147,6.332,0,0,0.606,2.483,0,1.993,-0.703,1.366,0.853,7.783,0,-0.359,0.606,-0.703,0.035,18.5,0,0,1,5,5,0
28.473,1.359,2.355,28.8,37.43,6.579,-60.357,3.55,122.097,1.12,42.06,57.866,34.246,0.272,36.705,-47.633,79.707,6.221,94.422,0.087,2.184,12.59,-46.97,16.358,3.375,0.966,40.699,0.5,6,8,0
35.243,0,46.072,61.283,149.256,0.42,95.005,13.29,395.938,0.163,60,156.036,16.946,0,239.902,38.494,3.21,64.026,529.176,0,20.792,49.847,38.494,46.814,26,0,281,0,6,7,0
15.29,0,46.958,42.654,417.819,8.114,10.787,3.243,263.255,21.839,67.716,209.939,320.643,0,53.316,-20.883,0,38.855,353.525,0,-11.506,126.85,-20.883,34.309,2.687,0.275,41.875,0,2,3,0
9.274,0.349,0.321,0.778,2.403,0.044,-13.879,0.276,0.848,0.053,0.921,2.2,2.141,0,-1.352,-2.541,0.763,0.083,0.593,0,0.001,1.279,-2.553,0.143,0.375,0,0.812,0,2,3,0
6.396,3.63,6.12,15.834,153.28,1.197,-3.183,1.249,34.653,12.253,7.779,28.049,136.152,0,6.604,0.896,2.782,0.994,6.134,0,0.022,20.019,0.896,10.16,2.891,0,7.9,0,2,3,0
9.124,0,14.624,32.551,121.106,6.893,38.162,2.108,269.47,6.713,92.343,146.767,67.97,21.38,122.703,9.961,0.108,10.147,239.161,0,6.708,32.782,9.961,26.834,25.25,0,41.569,0,2,2,0
4.686,6.074,2.943,8.051,15.937,1.42,-8.795,0.372,8.945,3.974,0.338,9.034,11.57,0,-0.089,-5.353,2.016,0.294,1.79,0,0,8.592,-5.353,1.375,0.75,0.193,1.919,0,1,2,1
47.496,23.681,45.615,168.005,466.598,0.179,48.56,73.855,208.484,10.27,0,60.335,336.467,9.388,148.149,27.347,1.501,5.143,42.706,0.65,11.442,56.535,27.347,65.398,11,0,0,0,4,5,0
2.485,0.018,0.041,1.858,0.763,0.002,-5.333,1.707,2.114,0,0,0.171,1.7,0,1.943,-0.905,0.458,0.058,0.255,0,0,0.157,-0.905,0.05,1.375,0,0,0,4,4,0
13.799,0.239,1.144,1.65,22.744,0.086,-5.35,0.372,8.082,0.421,1.031,3.88,20.18,0,4.202,-2.853,2.15,0.827,8.589,0,0.008,2.849,-2.853,0.064,1.312,0,0,0,3,3,0
24.74,0.374,0.656,14.231,6.883,0,-55.744,11.947,16.919,0,0,1.538,4.557,0,15.381,-10.244,0.247,0.969,4.093,0,0,1.538,-10.244,1.616,4.312,8.991,0,0.5,5,7,0
